2024-05-10 12:08, success, 0.241548
2024-05-11 00:22, success, 0.078992
2024-05-11 05:23, success, 0.152552
2024-05-11 12:04, success, 0.140629
2024-05-12 00:13, success, 0.134034
2024-05-12 12:04, success, 0.148319
2024-05-13 00:12, success, 0.166609
2024-05-13 12:04, success, 0.087855
2024-05-14 00:12, success, 0.135290
2024-05-14 12:05, success, 0.291559
2024-05-15 00:12, success, 0.155842
2024-05-15 12:05, success, 0.241145
2024-05-16 00:12, success, 0.142082
2024-05-16 12:04, success, 0.144066
2024-05-17 00:12, success, 0.136123
2024-05-17 12:04, success, 0.315016
2024-05-18 00:12, success, 0.147665
2024-05-18 12:05, success, 0.309948
2024-05-19 00:13, success, 0.246258
2024-05-19 12:04, success, 0.086841
2024-05-20 00:12, success, 0.141745
2024-05-20 12:05, success, 0.257896
2024-05-21 00:12, success, 0.166708
2024-05-21 12:04, success, 0.096266
2024-05-22 00:12, success, 0.248525
2024-05-22 12:05, success, 0.341059
2024-05-23 00:12, success, 0.116101
2024-05-23 12:05, success, 0.137270
2024-05-24 00:13, success, 0.118120
2024-05-24 12:04, success, 0.119244
2024-05-25 00:11, success, 0.164611
2024-05-25 12:04, success, 0.204326
2024-05-26 00:13, success, 0.097262
2024-05-26 12:04, success, 0.085982
2024-05-27 00:12, success, 0.169761
2024-05-27 12:05, success, 0.157074
2024-05-28 00:12, success, 0.125214
2024-05-28 12:05, success, 0.189515
2024-05-29 00:13, success, 0.221532
2024-05-29 12:05, success, 0.136084
2024-05-30 00:13, success, 0.085000
2024-05-30 12:04, success, 0.098425
2024-05-31 00:12, success, 0.132347
2024-05-31 12:05, success, 0.161668
2024-06-01 00:13, success, 0.134832
2024-06-01 12:04, success, 0.152948
2024-06-02 00:13, success, 0.242676
2024-06-02 12:04, success, 0.073370
2024-06-03 00:13, success, 0.103047
2024-06-03 12:05, success, 0.251625
2024-06-04 00:12, success, 0.132451
2024-06-04 12:05, success, 0.087515
2024-06-05 00:12, success, 0.187009
2024-06-05 12:05, success, 0.300929
2024-06-06 00:12, success, 0.180352
2024-06-06 12:05, success, 0.133377
2024-06-07 00:12, success, 0.199154
2024-06-07 12:06, success, 0.190159
2024-06-08 00:13, success, 0.140750
2024-06-08 12:04, success, 0.193075
2024-06-09 00:14, success, 0.368051
2024-06-09 12:04, success, 0.095601
2024-06-10 00:13, success, 0.264362
2024-06-10 12:05, success, 0.202116
2024-06-11 00:12, success, 0.132265
2024-06-11 12:05, success, 0.108996
2024-06-12 00:12, success, 0.284337
2024-06-12 12:05, success, 0.309550
2024-06-13 00:12, success, 0.245055
2024-06-13 12:04, success, 0.130655
2024-06-14 00:12, success, 0.238124
2024-06-14 12:05, success, 0.231245
2024-06-15 00:12, success, 0.083360
2024-06-15 12:05, success, 0.258500
2024-06-16 00:13, success, 0.236464
2024-06-16 12:04, success, 0.314717
2024-06-17 00:13, success, 0.227252
2024-06-17 12:05, success, 0.104737
2024-06-18 00:12, success, 0.138232
2024-06-18 12:05, success, 0.446176
2024-06-19 00:12, success, 0.273731
2024-06-19 12:05, success, 0.142417
2024-06-20 00:12, success, 0.096726
2024-06-20 12:05, success, 0.145610
2024-06-21 00:12, success, 0.141888
2024-06-21 12:04, success, 0.255078
2024-06-22 00:12, success, 0.121010
2024-06-22 12:04, success, 0.264081
2024-06-23 00:13, success, 0.227170
2024-06-23 12:04, success, 0.073533
2024-06-24 00:13, success, 0.193794
2024-06-24 12:05, success, 0.189216
2024-06-25 00:12, success, 0.156590
2024-06-25 12:05, success, 0.116224
2024-06-26 00:12, success, 0.250715
2024-06-26 12:05, success, 0.061555
2024-06-27 00:12, success, 0.128674
2024-06-27 12:05, success, 0.275624
2024-06-28 00:12, success, 0.126733
2024-06-28 12:04, success, 0.214971
2024-06-29 00:12, success, 0.074989
2024-06-29 12:04, success, 0.212681
2024-06-30 00:14, success, 0.098234
2024-06-30 12:05, success, 0.296139
2024-07-01 00:15, success, 0.153797
2024-07-01 12:05, success, 0.193404
2024-07-02 00:13, success, 0.108003
2024-07-02 12:05, success, 0.287288
2024-07-03 00:13, success, 0.131724
2024-07-03 12:05, success, 0.143038
2024-07-04 00:12, success, 0.230143
2024-07-04 12:05, success, 0.135674
2024-07-05 00:12, success, 0.216973
2024-07-05 12:04, success, 0.134093
2024-07-06 00:12, success, 0.121641
2024-07-06 12:04, success, 0.104810
2024-07-07 00:14, success, 0.185364
2024-07-07 12:04, success, 0.250359
2024-07-08 00:13, success, 0.277406
2024-07-08 12:05, success, 0.121248
2024-07-09 00:12, success, 0.208964
2024-07-09 12:05, success, 0.142205
2024-07-10 00:13, success, 0.105408
2024-07-10 12:05, success, 0.095798
2024-07-11 00:13, success, 0.154575
2024-07-11 12:04, success, 0.144217
2024-07-12 00:13, success, 0.169178
2024-07-12 12:05, success, 0.144748
2024-07-13 00:13, success, 0.083102
2024-07-13 12:04, success, 0.129193
2024-07-14 00:14, success, 0.147861
2024-07-14 12:02, success, 0.152365
2024-07-15 00:13, success, 0.130752
2024-07-15 12:05, success, 0.147873
2024-07-16 00:13, success, 0.148362
2024-07-16 12:05, success, 0.224088
2024-07-17 00:13, success, 0.218789
2024-07-17 12:05, success, 0.102207
2024-07-18 00:12, success, 0.155249
2024-07-18 12:05, success, 0.190464
2024-07-19 12:05, success, 0.134476
2024-07-20 00:12, success, 0.333305
2024-07-20 12:04, success, 0.305581
2024-07-21 00:14, success, 0.117069
2024-07-21 12:05, success, 0.251770
2024-07-22 00:13, success, 0.361815
2024-07-22 12:05, success, 0.090831
2024-07-23 00:13, success, 0.348727
2024-07-23 12:05, success, 0.091452
2024-07-24 00:14, success, 0.408123
2024-07-24 12:05, success, 0.229332
2024-07-25 00:13, success, 0.070491
2024-07-25 12:05, success, 0.113815
2024-07-26 00:13, success, 0.228295
2024-07-26 12:04, success, 0.135752
2024-07-27 00:12, success, 0.080825
2024-07-27 12:05, success, 0.068244
2024-07-28 00:14, success, 0.138855
2024-07-28 12:04, success, 0.231462
2024-07-29 00:13, success, 0.135883
2024-07-29 12:05, success, 0.229019
2024-07-30 00:13, success, 0.114408
2024-07-30 12:25, success, 0.070497
2024-07-31 12:26, success, 0.231378
2024-08-01 01:05, success, 0.225766
2024-08-01 12:05, success, 0.219947
2024-08-02 00:13, success, 0.223890
2024-08-02 12:05, success, 0.411661
2024-08-03 00:13, success, 0.294350
2024-08-03 12:04, success, 0.133380
2024-08-04 00:14, success, 0.239131
2024-08-04 12:04, success, 0.084047
2024-08-05 00:13, success, 0.096821
2024-08-05 12:05, success, 0.293396
2024-08-06 00:13, success, 0.237091
2024-08-06 12:05, success, 0.095051
2024-08-07 00:13, success, 0.245968
2024-08-07 12:06, success, 0.116977
2024-08-08 00:13, success, 0.141200
2024-08-08 12:05, success, 0.082557
2024-08-09 00:13, success, 0.107197
2024-08-09 12:05, success, 0.140156
2024-08-10 00:13, success, 0.255040
2024-08-10 12:04, success, 0.133185
2024-08-11 00:15, success, 0.085816
2024-08-11 12:05, success, 0.205989
2024-08-12 00:14, success, 0.094622
2024-08-12 12:06, success, 0.281454
2024-08-13 00:14, success, 0.267314
2024-08-13 12:05, success, 0.243249
2024-08-14 00:13, success, 0.098879
2024-08-14 12:05, success, 0.076021
2024-08-15 00:13, success, 0.298827
2024-08-15 12:06, success, 0.187249
2024-08-16 00:13, success, 0.249710
2024-08-16 12:05, success, 0.086969
2024-08-17 00:12, success, 0.129647
2024-08-17 12:04, success, 0.174401
2024-08-18 00:14, success, 0.233340
2024-08-18 12:06, success, 0.147871
2024-08-19 00:13, success, 0.140178
2024-08-19 12:05, success, 0.318182
2024-08-20 00:13, success, 0.203830
2024-08-20 12:05, success, 0.125197
2024-08-21 00:13, success, 0.316909
