2024-05-10 12:08, success, 1.161885
2024-05-11 00:22, success, 1.002250
2024-05-11 05:23, success, 0.373028
2024-05-11 12:04, success, 1.150084
2024-05-12 00:13, success, 1.122821
2024-05-12 12:04, success, 1.086530
2024-05-13 00:12, success, 0.886412
2024-05-13 12:04, success, 0.858642
2024-05-14 00:12, success, 1.118638
2024-05-14 12:05, success, 1.144002
2024-05-15 00:12, success, 0.883719
2024-05-15 12:05, success, 0.812173
2024-05-16 00:12, success, 0.985860
2024-05-16 12:04, success, 0.929636
2024-05-17 00:12, success, 0.915315
2024-05-17 12:04, success, 1.061919
2024-05-18 00:12, success, 1.243901
2024-05-18 12:05, success, 0.893567
2024-05-19 00:13, success, 1.292779
2024-05-19 12:04, success, 0.971682
2024-05-20 00:12, success, 1.286932
2024-05-20 12:05, success, 0.860063
2024-05-21 00:12, success, 0.411949
2024-05-21 12:04, success, 0.943019
2024-05-22 00:12, success, 0.896831
2024-05-22 12:05, success, 0.937856
2024-05-23 00:12, success, 1.275097
2024-05-23 12:05, success, 0.892741
2024-05-24 00:13, success, 0.919450
2024-05-24 12:04, success, 0.941592
2024-05-25 00:11, success, 1.126035
2024-05-25 12:04, success, 0.981007
2024-05-26 00:13, success, 1.050021
2024-05-26 12:04, success, 0.971645
2024-05-27 00:12, success, 0.867443
2024-05-27 12:04, success, 0.976307
2024-05-28 00:12, success, 1.117928
2024-05-28 12:05, success, 0.963230
2024-05-29 00:13, success, 1.061633
2024-05-29 12:05, success, 0.791911
2024-05-30 00:13, success, 0.947734
